,ACH-000217,ACH-000221,ACH-000316,ACH-000361,ACH-000393,ACH-000420,ACH-000422,ACH-000471,ACH-000475,ACH-000476,ACH-000478,ACH-000480,ACH-000483,ACH-000493,ACH-000537,ACH-000577,ACH-000620,ACH-000671,ACH-000734,ACH-000739,ACH-000848,ACH-001318,ACH-001853,ACH-002523
STK38,-0.0847936825229183,-0.0698867600543615,-0.0266864067861967,-0.0027727234280034,0.0265102551986203,0.0965168549802659,-0.016285483424095,-0.0425024875556395,-0.0283869494866589,-0.0453855440880915,-0.1208539211159468,0.127814691556775,-0.011813223425194,0.0878871960226399,-0.0234294543799598,-0.0610214580572144,-0.1311372026397195,0.1205454706615325,-0.0785149612821699,0.0573218995047649,0.0380298365278103,0.0147063198750498,-0.0759618889442972,0.0418883713734818
RBX1,-1.6585088835887678,-1.5727265827739436,-1.923454078672013,-1.3858642951813152,-1.5348541204984667,-1.4190038538465628,-1.6959196618558765,-1.386501973400042,-1.440858556696711,-1.7857673119357262,-1.206670054994866,-1.8671176738921305,-1.3615919948789728,-1.852305725014504,-1.5843715651734387,-1.5457370660274348,-1.4630987617907008,-1.508036944628445,-1.6166573696513982,-1.4869562207695093,-1.456916107108256,-1.2431204701585472,-1.2891336241815454,-1.5074704499373548
SRSF11,-1.1360077674656188,-1.0012175090851234,-0.8809521534045973,-1.242263964362889,-0.8597259958270147,-1.588948745763577,-1.194886228553484,-1.161914991636238,-1.1168576846601728,-0.9861773321542052,-0.7617148893006493,-1.015274177753605,-0.8069837858784972,-1.442480756643815,-1.1944736120032635,-1.7509563262260688,-1.331511562139699,-1.0935778554360198,-0.7338550417785685,-1.4500741108487267,-1.0608428593809598,-1.266011515664354,-0.908520677453326,-0.6136376836720675
NUB1,0.1386423369259747,0.2299594132014346,0.0494941707937352,0.1181698381999029,0.1823896294196675,-0.0196431518779544,0.0528349708735824,0.065623324106565,0.1655709175689457,0.091555067462658,-0.0108721508183006,0.0335647353197969,-0.0314450367563561,0.1199359398082928,0.236339654054722,-0.0882363869923977,0.2400925147983897,0.057841629250713,0.1717349151750733,0.0402905902177904,0.2291014808819261,0.2143126430837794,0.1185637914005604,0.0906139880803795
TOMM7,-0.0166688003909454,-0.1147849746622511,0.1089797402743826,-0.2342351076235176,-0.1093689648594298,0.0171983421147535,0.0221060059626942,-0.1102936187036662,-0.0243293113221192,-0.0211051647610005,-0.0424668285879663,-0.0476432229932934,-0.10265408335909,-0.1471046615002146,-0.1262597395552553,0.0764981729422109,-0.0060205423363852,0.0857256371772186,-0.0620075755489227,-0.1159046086575536,-0.0542897514132138,-0.0990857837140295,-0.1957875898301772,-0.0105899634478557
RCOR1,0.0340886673169091,-0.3733393915391982,-0.1039509183119293,-0.1783197967364308,-0.0700056275144793,-0.0312949971476774,-0.1255375139199265,-0.1372251855898854,-0.6378635771043217,-0.2077000763968445,-0.1935736177857759,-0.1264160631903604,-0.1712828104626343,-0.1441744103504373,-0.3061636129624104,-0.067926867651779,-0.2759778523963866,-0.2767194076082663,-0.5683929338430319,-0.48363415667972,-0.0940869994137642,-0.4993992762124044,-0.3044288591138011,-0.0437839480972949
FANCC,0.0521353363468242,0.0423429701889917,0.0266010885116329,-0.1569538796990824,-0.0267820568903944,0.1464225257614456,-0.0775551497503944,-0.0429365152572912,-0.0381917422745988,0.1147395484427243,0.0108255580123343,0.0324538647028552,-0.0938958778779834,0.0212548894601679,-0.1822574497383259,0.0936726999606614,-0.1796243724179693,-0.0162953523886012,0.0078122582267917,-0.0383809961313679,-0.2112105802520272,-0.1919581337201433,0.0886077271436884,-0.2065006884754106
BPTF,-0.7797705863819652,-1.1663597815333102,-0.6484792917534968,-0.8852499799306327,-0.7747018243028356,-0.8819095816998721,-0.5030783763250515,-0.7963212538615715,-0.6415642223174013,-0.8499603998247294,-1.1215798526256775,-0.7969838160123877,-0.5164927331879645,-1.011291167216605,-0.7095696534882402,-0.9675831689457852,-0.9885055448120516,-0.9983042561545784,-0.6942849225359996,-1.3172422459171853,-0.4988008206023849,-0.9140911175251012,-0.5966252763906552,-0.8837570604624547
DYRK2,-0.0845938434003134,0.0197264967229869,-0.042163275466467,0.0033856285808288,-0.0699878021332143,-0.0875950470042533,-0.1259987002501145,-0.1417451191775048,-0.0578063639805815,-0.0329572354445347,0.0486453665919773,-0.1027574478442236,-0.053078814488443,-0.2942105435032855,0.0053141959931361,-0.2767232984274804,-0.1817640393102526,-0.1441649885443363,-0.1290594882151856,-0.1572880474514861,-0.1246052937500602,0.0727564734285556,-0.1016299811995259,-0.2255097257071846
BRD7,-0.2578224420281014,-0.0995700531912625,-0.2080973051870326,-0.0199146129442917,-0.2422088177183849,-0.1806001479721534,-0.308142652824351,0.0236855554134205,-0.2222905301737649,-0.2335012928680726,-0.5182646839708978,-0.3757303526644528,-0.1804298079954094,-0.5218379670682953,-0.3276336478189691,-0.3240176713006888,-0.3075601728377207,-0.5070568042872253,-0.4051703183291301,-0.1333176552827187,-0.1906982479489391,-0.4966852671039464,-0.9405281175798924,-0.2411697397177578
AUP1,-0.1761303683898794,-0.0230725452785968,-0.2149232801419323,-0.1910792432913607,-0.1361249486852193,-0.0905441112800494,-0.1477468209829252,-0.1927911979550789,-0.2733757956589957,-0.1872583008070432,-0.3336776405090481,-0.1837609590075408,-0.2025289685352395,-0.2144650290264265,-0.2167928400808064,-0.4537848400878906,-0.2002753452996006,-0.2336150197443504,-0.1849113960889394,0.0367581067882683,0.0218923127304878,-0.1205668032152628,-0.2157587105239349,-0.2998364768975057
ERLIN1,-0.1092844997380421,-0.0142649258886721,0.0084393093460649,-0.0423762936962293,-0.0408973271111817,-0.0838051716016007,-0.1025457084634231,-0.0527437340384906,-0.0433100074233802,-0.0496958985889546,-0.0548711059782032,0.1547434029230886,-0.0542537876306098,0.050696710988389,-0.1008914887832144,-0.011624176847793,-0.0206171816806914,0.025468919099979,0.0065165800869612,0.0466946635574183,0.0344387301558308,0.0917696147531134,0.0832869233621177,-0.0523516948817495
BBS12,0.01372245836516,0.0943484084740325,0.0612552157732892,-0.0166395401582073,0.0450398763787933,-0.0328801362230634,0.0189234018136522,0.1710096866551659,0.0185590365890164,0.1151545424130177,-0.0413041233611235,0.1700314623082308,-0.1371952619150837,0.0182759550650387,0.1153967234323702,-0.074433863748732,0.0650308713735276,0.0564109616989119,0.0892265740413932,-0.0378401603346629,0.0361981725766355,0.1294665397473381,-0.0584972862843743,0.1394180121952899
MCUB,0.0537207747401286,0.1498898131561354,0.0020445166766286,0.0669876452247416,0.2732389239651296,0.195458783931912,0.0939988695812093,0.2167626982823947,0.1028358838186529,0.2324766998434276,0.0759485863745297,0.2396570172066391,-0.0008521248273547,0.2023985674125024,0.0392406968362953,0.238050384942715,0.1015941657276759,0.1099424868761998,0.0831321051661848,0.1568075258280902,0.0380579131328747,0.0028948277469512,0.2391181830893341,0.1112496114472805
RET,-0.0307640463385599,-0.2219808803437403,-0.0763975553089286,-0.1417132886233637,-0.0779680133394046,-0.1251012333949936,-0.0514524667579571,-0.0768753967769691,0.0502395660865697,-0.0171613499265479,0.0911241300338859,-0.206663858994672,-0.0274767207892615,-0.0582591456672696,-0.2563051071772387,-0.3070555914248192,-0.0989829252015634,-0.0463677122333415,-0.0984968705357323,0.0167473161486699,-0.1137026604218916,-0.1948338293988695,-0.2851324398745234,-0.0854025866309408
ESR2,-0.0681304524518682,0.0730038626882119,-0.0779644628420973,-0.1962160129306833,-0.0588443876863896,0.0806671021222824,-0.0934054968100089,-0.0308297830055026,-0.033924734419781,-0.0884029298988477,-0.012964252538288,-0.1054006657348839,-0.0653252411398105,-0.0724317398688123,-0.027648752042116,-0.1519356368980797,-0.0728121254246463,-0.0639798368847369,-0.0060001363800975,-0.0993782428296284,-0.0530638184193,-0.0814613311835235,-0.0627607985551924,-0.0812924660798884
RBL1,-0.0715379266367259,-0.0980024761182136,-0.1693882182935292,-0.1113211092568872,-0.1233102188015721,-0.1291290700997206,-0.0324747100695831,-0.1763447231637111,-0.0880304769909996,-0.0683129821175881,-0.2044487533794873,-0.1330614091603672,0.0353271135903084,-0.0270225757601881,-0.2827361248291258,-0.4446984067732654,-0.0525683161462103,-0.171534645533655,-0.1693220716774299,-0.1258375629433236,-0.1194574453637785,-0.1499598391721706,-0.1207943905385034,-0.2110612745127709
ASAH1,0.0174260575196001,-0.0205617780619664,0.0620192878765918,0.2037828997874051,0.1273054723693797,0.1127716949897746,0.1168941337826624,0.0476982492826629,0.0713621764144541,0.1735269047916266,0.0390421505301417,0.1838770751612062,0.106682318758925,-0.0879743641704684,-0.0065358185019763,0.1741471442737067,-0.0148592602213236,0.2116759384122334,0.0742939446849134,0.0304732041942654,0.1638841813064739,0.1373432332562892,0.1089803232852476,0.0409411971563159
LSM7,-1.8057475039925928,-1.9193968997101407,-2.118426428224409,-1.7525848907987378,-2.2528616610166727,-1.793742237814639,-1.6111705910846066,-2.006525752784252,-1.9372644313873648,-1.835711666709751,-2.1276722846232285,-1.8560245664899493,-2.4252206441588378,-2.513702867625512,-2.2943060422851174,-1.5152502185069254,-2.517219799680847,-1.873028870265137,-2.09073779882962,-1.8392571740048835,-2.078952750168414,-1.8942535358292387,-1.9325534910067992,-2.2401228480380664
NCBP2,-2.26767820608394,-2.1023666748587333,-2.136645343301275,-2.2179530019660563,-2.749239877534236,-2.110781238859932,-1.8200886916613377,-1.675848693895069,-2.0161687608514263,-2.004019428647204,-2.1477315702806807,-2.6649610278891283,-2.1712679083916018,-2.319479911367623,-1.5497330027240157,-1.846706151446477,-2.0552151286840346,-2.072005742366874,-2.5320032079159964,-2.5300885628604664,-2.0621344900567227,-2.8234393094415275,-2.0101514951913138,-2.2033570053127307
SKIL,0.0194237297272064,-0.0307535363087373,-0.1638768755568841,-0.028880502672887,0.0320730656956098,-0.0421170193729889,-0.0281106851662303,0.0545656700351954,-0.1848096383019568,-0.1117073786036636,-0.1917538647797043,-0.0906679174585747,0.0863167181785138,0.0579827329693669,-0.158036133020441,0.0040005499510804,0.00636977762241,-0.5059441874039227,-0.1535734295819779,-0.1906854127362029,-0.2419460569486635,0.2131681459052474,-0.0398505352254699,-0.0482065254525024
ULK2,0.0450289836904877,-0.0852377668902787,0.0148957585758992,0.0115445944416909,0.1110888300477957,0.0319384752047894,-0.1699872128372036,-0.1201422553759352,0.0228565722625254,-0.1505288555041135,0.0421394033453468,0.0143147884713761,0.2009958533958911,-0.0162978497485709,0.0826444440596529,0.0778391050516888,-0.0515611888930295,-0.0562300079475239,0.0285549421361748,-0.0860931824089382,-0.0627382340884331,0.0054738443251867,-0.0337887973479134,0.0065931097438406
MED7,-0.2565697780787345,-0.3803942727784527,-0.4655699740116716,-0.4060525993326765,-0.6327031094381879,-0.965478483810038,-0.1725298230200062,-1.0686556825340972,-0.4814541937269358,-0.7227427408721656,-0.7220151109889816,-0.4682034896902619,-0.2448510929379976,-0.3794334581079308,-0.4092540120681903,-0.699667884855513,-0.4600184515730571,-0.1783217170300824,-0.638616189389009,-0.292838380987473,-0.3510100239867397,-0.157932700537297,-0.4730845654886025,-0.6627269646022033
EFTUD2,-1.6689074897250056,-1.4924696839843663,-2.1734288759017564,-1.5124466207815144,-1.9386720908091075,-1.6856913488590424,-1.867302449352531,-1.7848117348145434,-1.7155748029557722,-1.7165629911449674,-1.73428272216944,-2.2950581292251773,-2.0358632416780047,-2.11997254475345,-1.601708664033139,-1.7614042294617074,-1.971671049051199,-2.150957556720809,-2.383519453600825,-1.555769899609738,-2.098101421734297,-2.091444802056899,-1.7503551463126166,-2.137360416086682
CHDH,-0.1771836706345829,0.0264695518018988,0.1157061739951243,-0.0646274579707943,-0.1119441359588709,-0.1371296640882967,0.0119460314488817,-0.0163259866879406,-0.0554411578844766,-0.0753616807976023,0.0230810683812098,0.1607570953903741,0.1231585595262119,-0.1383333065899988,0.1124997778951834,-0.0019536734894747,0.0771006659703442,-0.0004247490186754,0.0082820312724761,0.0936993790582123,0.0652787096346741,-0.0118094960886015,0.045435650459191,-0.1206710993947933
NELFE,-0.3982866743627435,-0.5177259843488307,-0.5302345809039197,-0.9236120933021266,-0.4747153519090274,-0.3728866803810055,-0.517348496731549,-0.2983988657347242,-0.6586102227972089,-0.5987246542964247,-0.522809605149156,-0.4972022464972341,-0.6931026126905421,-0.5486234743431616,-0.4016904055255645,-0.6225177609774428,-0.6382776696848593,-0.5733868382937266,-0.4239937159467005,-0.783620681351781,-0.6736617549762154,-0.5398782760444365,-0.5725294462201683,-0.6383876454530284
GPSM2,-0.1959365729642569,-0.0830203484567752,0.1728774878746489,-0.0268211029758908,-0.1210936641099799,0.0189787722210338,-0.106346424088756,-0.1115564733991544,-0.2471200190412455,-0.1865352901429698,-0.1218515205756519,-0.0320338063165541,-0.1664810337074475,-0.1689121651135638,-0.1476541337628778,-0.2499175904624266,-0.2073282641418882,-0.0972738613215181,-0.1895659520467096,-0.236897973634731,-0.1689735174615328,-0.0656048314807792,-0.3164635714640241,-0.106698459537157
MLLT1,0.1559131746369436,-0.0197826800042428,-0.0490888238191177,-0.026633601547402,0.1204713432241263,0.1301368115540335,0.125984395820242,0.2595195400383977,0.1464170590235874,-0.3158878088409466,-0.0082662094209804,0.2161609141256293,0.1042878488048397,0.040386020043586,0.0690729360578559,0.2160557912385274,0.0472864254746651,0.0283729827509027,0.0325766199279199,0.0569248779905464,-0.2601030831846471,0.093943769124127,0.0174443739849962,0.0709105065213076
CCND1,-1.9433312908233351,-0.6533873130400218,-1.8013218371621682,-1.9391324166461648,-0.9994601297895712,-1.045928074611631,-2.31692936998254,-1.7044095139428277,-2.056132786772129,-1.736109087342688,-1.494203752155283,-2.01824381215216,-0.4518589475890235,-0.7257876089978521,-1.8242842400871813,-1.951528920127616,-0.5503721220448832,-1.9405925507829973,-2.533596054593266,-2.268939508737269,-1.5193025215146427,-1.949125052867679,-0.996103487949769,-1.1111821504250583
SAP25,0.1125758212523984,-0.2306698235679039,-0.0434315587902528,-0.1753736533500011,-0.0326847459823545,0.0330943898950556,0.0687422858598541,-0.0048390811425369,-0.0126779482039139,-0.0270908035603436,0.0588350378234978,0.2885885805931603,0.0256967354046708,0.0517782740906482,-0.0413394028996684,-0.0107848680963237,0.0194265655941075,0.0715313540265057,-0.0744251454950719,-0.0989667495654828,0.0058215682284271,0.0351239052264008,0.0020547709513261,0.0109445903500441
COG5,0.0293420123245389,0.1561867615211886,-0.6061755391074651,-0.0915370042247594,-0.0811148883008961,-0.7799581228174137,0.1806016784904138,-0.8333194900876123,-0.4079652285855251,0.3121178785593378,0.1094010757635286,-0.5398869961512579,0.1357630075541905,-0.2151937234536803,-0.7530953095108075,0.1139594700134898,-0.1458768625064587,-0.55759176847491,-0.0448844580389018,-0.0977578825453082,-0.050801487744802,-0.4752363941082282,0.0515711426909216,-0.0866647604409787
CTNNBL1,-1.28641582810313,-0.9044817171253876,-0.9489059286989768,-1.2578494389902557,-0.965664250877186,-0.4214867933224945,-1.4249819878287513,-0.91428752417376,-0.6924294849934106,-0.5517264564134032,-1.7055042256406083,-0.7656146894078295,-1.1398765083404236,-0.91753410910731,-0.4404603121669692,-0.1031836101416886,-0.6581578470090882,-1.244610770236109,-1.55324569351499,-0.582089452989341,-0.6016018142626472,-0.7995902694556203,-0.8714703197477411,-0.9699881006186676
PMF1,-1.160124245288293,-1.5851403100252006,-1.134684141612062,-1.3455678627053522,-1.335243135628384,-1.4294912878645043,-1.379406532549779,-1.2120381590791096,-1.2774452952883064,-1.2744107786834824,-1.1160316445623315,-1.5957694081697336,-1.3097902653201274,-1.1651455811955893,-1.148384276771448,-1.5022203978823858,-1.2434164008667994,-1.1705492864079885,-1.0403979679141784,-1.4027105611755248,-1.3310540820574923,-1.387394601055269,-1.381136928453135,-1.2971785288725803
CRNKL1,-1.7976761249967206,-1.6900962693853523,-2.0096692122340807,-1.4237546300720292,-2.056398094936512,-2.221549460779632,-1.806400027259753,-2.425381550767397,-2.1064191922757587,-2.228252374078075,-1.880887717740978,-2.3445783671604006,-1.8948607201060697,-2.581283773001305,-1.8065046945211705,-1.9403974340251,-1.9524107807148217,-2.0825519233700995,-1.8773316222038137,-2.067791090027652,-2.6000988051004112,-2.12612498952213,-2.099765475050132,-1.891038896646872
LAMTOR4,-0.439329144777846,-0.4950553654819548,-0.3864501918139766,-0.5228288454029735,-0.4215340900505814,-0.3546140972231709,-0.7574010325126331,-0.396286375436267,-0.4086597017578506,-0.4533272412850193,-0.1623673243937719,-0.7403572352366877,-0.8752911813620603,-0.5095318368703131,-0.5901906033734443,-0.2517605306812135,-0.2441388069577996,-0.2098027966874496,-0.5746692587979908,-0.4874398815029596,-0.7686774153451856,-0.2851114090097332,-0.3606522106167328,-0.4037409415315595
XRCC5,-1.058531129917491,-0.9816053770989198,-1.0092870224763626,-1.557248743511522,-1.26276788118784,-1.4965226214780194,-0.8103735937936118,-0.6460795603338652,-1.152315560745415,-0.8509206917573424,-0.879658052921207,-1.047526854010033,-0.9633991648351584,-1.056344237715492,-1.2318271778582788,-0.9053422586163756,-0.9076150941429292,-0.7083176886418895,-0.9305601271276948,-1.3037373184254537,-1.1530727865523152,-0.7800888383565349,-1.01200511449542,-0.928281739132336
VPS41,-0.7535261090523195,-0.1730438833880645,-0.4806237916009508,-0.6225696358581053,-0.5771766259436767,-0.1155264523424899,-0.8201191343255824,-0.5267551951385028,-0.2912923127383422,-0.402378573263914,-0.6459067171737217,-0.2748380400868734,-0.7889740020106394,-0.5132355994769146,-0.5844994899540906,-0.5273350689864669,-0.0904749479902971,-0.881732263362373,-0.4811852074394784,-1.0444662304421048,-0.7186473899715334,-0.5266932784951573,-0.3394118753724602,-0.4716181839737343
CCAR2,0.0216527733761214,0.1379983135807774,0.1035592096602692,0.0380764040237013,0.0922632564580882,0.1422683859861654,-0.0248515221481247,0.0453450989642707,-0.0031952988419945,0.019220207438963,-0.0361566311614419,-0.0145613836043465,0.0192585208015202,0.2183380531257625,0.1193045185392763,0.1924598211442819,-0.1292190644794784,-0.1273525999423533,-0.042419726069817,-0.2787723273380346,0.0427219031347751,0.0250748424779559,0.0953425435553402,-0.0484731931131606
EAF2,-0.0260782034368148,0.1756648226694059,0.0487566234207161,-0.2564378786826106,0.298337036208442,-0.3319401527383479,0.0081284502510613,0.0702123244606382,-0.0146089495163723,0.1286196287254355,0.0923886174165813,-0.0363196683790393,-0.1884956951883608,-0.1655285709354813,-0.0321448899662753,-0.0693120567671895,-0.0113816380227367,0.0905391165072477,0.0001773170542505,-0.0102246839456593,0.0913475233832746,0.0121865423945955,0.0600811846992175,0.0565039392105257
AP4S1,-0.1199892029018578,-0.1957272387494762,-0.2928703409332429,0.1839116544255959,-0.0534202251087832,-0.1349206955871714,-0.0558527942204568,0.0471619052608604,-0.0145798472005817,-0.0219936388941697,-0.0890086934177203,0.001251470060722,0.103375500170753,-0.052202208832961,0.0927026146872637,0.1494764659404392,-0.0589188610086018,0.1423176883216522,-0.0727692646782819,-0.0568086848127463,0.124896594810492,-0.1609821230781141,-0.0708913564733736,0.0822973990459025
MPP3,-0.1809829931206752,-0.3331692054302202,-0.1791971627155473,-0.2522627914856155,-0.3189588630327218,-0.0974620382297629,-0.2037311668327857,-0.1192439778193928,-0.1249264929741984,-0.4912883272521645,-0.2302935053006856,-0.2406834037217263,-0.3045673014001778,-0.4783527463336658,-0.1357795636328216,-0.23368514095133,-0.1358145991708063,-0.4336999782682834,-0.1010569420543185,-0.2995979097317926,-0.2242393397630085,-0.2230109211840443,-0.0163791573086602,-0.2786248465322937
KHDRBS1,-0.0988767839143426,0.0227880763565887,-0.2697519727728907,-0.2621787204063694,-0.1321533185554305,-0.279987506350193,-0.1925654606267665,-0.2644831151761907,-0.1381486128855348,-0.3111598762554005,-0.0230860079594854,-0.0599742683577608,-0.3233524653914399,-0.1114764668635411,0.0202441850341709,-0.0390759933239514,-0.0586378144696061,-0.3303284294561259,0.2291844581945161,-0.2232799541886346,0.2094686277510004,0.0486577893474274,-0.3273694812298259,-0.0759388547435369
MRPS12,-0.8334277854676327,-1.304743136552106,-0.3533912032683252,-0.3683339753773804,-0.209909162170232,-0.4551467220981443,-0.5587752140280124,-0.2215319068165142,-0.7484431602920388,-0.5418776129585673,-0.1875210119669862,-0.7613346591751066,-0.5645420279954059,-0.8182076479295659,-0.884589312863557,-0.1650308325742847,-0.6058991416807553,-1.574035042686609,-1.3646394001405395,-0.7019598977698532,-0.8913745629254529,-0.737034766919057,-0.4821358519830829,-0.597658683291294
GIPC1,-0.159902352603031,-0.0061682612759504,-0.0351706683249156,0.040693881377877,0.1066266818141599,0.1219868899234498,-0.0676335515707845,-0.0108584505440097,-0.0599814904318564,0.0624208127695574,-0.0857619979043638,0.0507004985472831,-0.1839947234846426,0.0158097261648734,-0.0085849576287514,0.0914693724895393,0.1873607740919917,0.0002657307155848,-0.0074491741530824,0.0622406717812455,0.0764706020395424,-0.0320438580742784,-0.1357912481999889,0.2166702908296791
ITPR1,-0.0146571356484353,0.182695698834172,0.0741428956640533,-0.046158722453213,-0.0144465500223889,-0.0285597186964869,-0.0552487933876525,0.1709456888923814,0.1538563837583355,0.1669987997409815,-0.1292875519207092,-0.1171331882024564,-0.1524169522337866,-0.0945207379058557,-0.0847945108253389,-0.3775545144762098,0.3027752657114411,0.076680992368921,0.0274452049467472,0.0226733034634821,0.1204874687305899,-0.0092703553292216,-0.2711121011523796,-0.0894939283956745
PDS5A,-0.5821714813542641,-0.3470979254533142,-0.743935907823204,-0.0777481024336183,-0.1812833918755421,-1.178228366028138,-0.9194050727100336,-0.0985469474410929,0.013405292946698,-0.4415805437144033,0.0307168781713715,-0.3748931666407774,-0.4946218614855305,-0.536232629353703,-0.6013210685189894,-0.7482273673047737,-0.4799101569960944,-0.0777548524785367,-0.54116393652266,-0.2130861954067715,-0.1478412127746484,-0.054454624362162,0.1517094744916418,-0.0132065730512235
RING1,-0.2327496733624395,-0.1861100505017317,-0.1943918544329489,-0.1107283007385594,-0.2166508897532812,-0.3905956909507612,-0.1149800653247927,-0.3730504360224438,-0.2526188408005295,-0.1438488421727371,-0.2614054251215248,-0.3808928910296003,-0.2571570743697132,-0.2539624498160726,-0.2571345924874782,-0.3025272451545558,-0.3256975330832661,-0.100430039901558,-0.391414350243921,-0.4800334958696101,-0.3435917839195948,-0.3450616021611888,-0.0264958390202408,-0.1235398337060109
NDUFA8,-1.1374067119880271,-1.3992076319611233,-0.2376277589581307,-0.4605448401306064,-0.2018183095329214,-0.4800337298186113,-0.4177290128860103,-0.077201325463232,-0.5529617827038821,-0.6691478999078915,-0.0918830767004115,-0.7286407065247373,-0.4180563876927898,-0.3382088482830169,-0.6022131682583316,0.0107370338530467,-0.9742400738700076,-1.3366058946947506,-1.095755950354158,-0.9158626102056506,-1.08714821260004,-0.951896086499272,-0.6260080064482358,-0.5083592134346444
SNAPC3,-1.7434518119146432,-1.7544010289820449,-1.351014002524331,-1.0063747822158962,-1.0195639719957283,-1.5863787071846824,-1.5833860780619258,-1.26924866918441,-1.6142591187846471,-1.3455056609818332,-0.9439277805406612,-1.8703261899257664,-1.9746486674468868,-0.7629343488321833,-1.166955364616465,-0.6773325258487511,-0.6616149483457114,-0.7563326403969154,-1.307256908082863,-1.027814429226721,-1.5127105719593508,-1.6301139403591591,-1.009235918584146,-1.2867063657613174
ANAPC7,-0.0343926990338844,0.1678156318626161,-0.1758567641401113,0.0958247730506621,0.0696736784903218,-0.150492073651978,-0.1528603913201874,-0.0973271249286895,-0.0860849357472769,-0.1645723805250563,-0.2645951048566066,0.1052531916405632,0.0314178466606512,-0.1698998290489881,-0.0646075451545936,-0.2296712284278345,-0.1469306214728248,0.0934744098415698,-0.1048473379799635,-0.2538861457764926,-0.0612678234583704,-0.2093008335547611,-0.6875905739785809,0.076581611716401
TUBA4A,-0.0214292159867886,0.0286001474833535,-0.3939252575981269,-0.3061948968195024,-0.1113101523234276,-0.2414035907303302,-0.0814827562104,-0.1109215173315559,-0.1940966853926211,-0.1375187344480721,-0.2266570555693332,-0.1162070315498977,-0.1832498808500457,-0.3132883110605967,-0.0628949476213593,0.0744561647183858,-0.0060339879317418,0.0629724966698753,-0.2462626463016526,-0.0050260609791395,0.0198020020783009,-0.1965752900204103,-0.2544337936037268,-0.0476293852076845
AR,0.1988330863528872,0.4391192197971404,0.0190303785886301,0.1636631511155071,0.2255796340461378,0.0770103569601318,0.1864269961577115,0.0976774469119528,0.0719088640312374,0.1610065628357777,0.1273120461665459,0.1350864098595546,0.3740082829494989,0.3195629902361235,0.1591825928557042,0.4378651221485927,0.16459836743557,0.3139546087465124,-0.0424759833200474,0.1878927857257119,0.1723514414900678,0.2404659518902602,0.216891552356282,0.1681531795407045
RBM28,-0.454182231619014,-0.6528234988339867,-0.5529853996675366,-0.7270599936616372,-0.4448688250427133,-0.6108368686558562,-0.8685029671634495,-0.5156466103987211,-0.6060129659233123,-0.2434622969955828,-0.348038060562761,-0.4123506909106462,-0.4625514822179412,-0.6192435890425279,-0.5680986334177873,-0.3324740717450876,-0.4785015620609511,-0.583126742925344,-0.6237640093712731,-0.5959159829608267,-0.2805293494043697,-0.4671426282709983,-0.173804402398478,-0.5193000588070915
UVRAG,-0.2047316190828032,-0.0051870355781974,-0.4670229697278604,-0.1863158449588248,-0.1535951785983202,-0.4258998136799855,-0.3475073062846651,-0.4277131337447273,-0.2810462401846371,-0.2893026557731273,-0.0022588000229349,-0.1532851886808919,-0.1657854687115185,-0.0983723988230934,-0.4761616953605607,-0.3083423984593463,-0.4232768497422112,-0.3092022583617407,-0.0205653511957015,-0.3784442622351764,-0.2481113932449366,-0.1308225014308587,0.1357388458648247,-0.1293864054352014
AGT,0.2297952871731169,0.0548829055793372,-0.0067829013676961,0.0409027195996886,0.0322215705616121,0.1791578795682739,0.1122544420381102,-0.0337702274284639,0.0412132537552672,0.2239303544191078,0.1668509976594476,0.0012305129036962,0.1713940794183689,-0.143639857468286,0.3026665429828598,-0.0503759850300582,0.0363658007238397,0.2202591619387064,-0.026178973684616,0.0272666212458304,0.1676725525584851,0.139135424850892,-0.045467423223522,-0.0242143868538695
TBKBP1,-0.3071660198277255,-0.102793603169729,-0.2528445537755894,-0.2083517573750717,-0.0597695384919063,-0.2286544178747039,-0.1849794326034696,-0.128036605499422,-0.1010174541198748,-0.1145678526980484,-0.2790325922666791,-0.2773996156554418,-0.1545505523380126,-0.2142153356905542,-0.2443634193457524,-0.3885171506059987,-0.1937991223479852,-0.2709628284203503,-0.1731707679458811,-0.1811110091968792,-0.0262532048805754,-0.1738055140527508,-0.2392260128751456,-0.1339955003639993
ING1,-0.0357291985387266,0.0495378406417579,0.2676023003478414,-0.0634434924108506,-0.0351699143260209,0.0326305648323188,0.0373089452791599,0.0522761772162948,-0.1166170286382785,0.1211190607197038,0.2150063661071317,0.1082441798534089,-0.2400485271742486,0.373663206298283,0.2332368516195488,0.0195221671378337,-0.0201640706456693,-0.0587618975929178,0.3086874362209215,0.1090694351766302,-0.041693052040318,0.1527388583144883,0.0095225771572726,-0.3440228732016825
PIGK,-0.099380869734001,0.0178223368043817,-0.1769879259755132,-0.0503940292891931,-0.1285718071705106,-0.0265092519278254,-0.077159630389495,-0.2697989807026671,-0.1296678412150759,-0.0666256457302992,-0.1327070715616813,0.0174221733495551,0.0162289909600951,0.0229988081767238,-0.360272354438384,-0.1451998822181314,-0.3030210399601052,-0.1861719454360545,-0.0479863968611393,-0.0359155848877587,-0.0799629214901744,0.0017019055929919,-0.0195897193227981,-0.1994706481690966
