,ACH-000217,ACH-000221,ACH-000316,ACH-000361,ACH-000393,ACH-000420,ACH-000422,ACH-000471,ACH-000475,ACH-000476,ACH-000478,ACH-000480,ACH-000483,ACH-000493,ACH-000537,ACH-000577,ACH-000620,ACH-000671,ACH-000734,ACH-000739,ACH-000848,ACH-001318,ACH-001853,ACH-002523
FASTKD2,0.0186698270056418,0.1139662886085558,0.1196889392609874,0.2036894739796783,0.1413340627412796,-0.1235291630878415,0.1048710173938649,0.065993361420712,0.1030180499309986,-0.0308181385345802,0.0877902648306959,0.0774454141966177,0.0983838158984331,0.2219807594330387,0.1443622857738431,0.113427802190466,0.0962701686274537,0.0729507147691172,0.1060051287614915,0.1056359245365101,0.1635524573405341,0.1747874727758142,0.050166210323363,0.0598540835898883
PSMC2,-1.4250830369440526,-1.638253821102593,-1.3854641460813788,-1.7443106922354754,-1.878462041768649,-2.328951396261835,-1.57831212497218,-1.7044265655864197,-1.484915351078544,-2.065302240338603,-1.1815633524218028,-1.1057182838924566,-1.7470086719982167,-1.6490995181505157,-1.4653036863612945,-1.4115121432660054,-1.8506664611196173,-1.9351313600301712,-1.7057776982562205,-1.5821918964169353,-1.35606538019185,-1.7605211380333214,-1.317007030462715,-1.7600317262819205
MED27,-0.7873523351450609,-0.7368999791390158,-0.744721805673507,-0.9236262201667074,-1.139217445501073,-1.284628500795198,-0.722069690471927,-1.139883711120915,-1.002077229441214,-1.2428394811522545,-1.1103274994956542,-0.8079127094703904,-1.0652931999149302,-0.9943080834799324,-1.09920028801318,-1.163264518565787,-0.9253521804441982,-0.9792625671254088,-0.8854723422504356,-0.986075175565285,-1.1023080693500242,-0.8380349501966959,-0.9481797471838592,-1.1319287868351182
CHTF18,-0.3341462465108732,-0.2290132427628951,-0.4613214404001936,0.012776354620466,-0.215514504544609,-0.086233119261595,-0.7082230564195621,-0.2601684419529239,-0.0724004814205171,-0.2021636202939655,-0.6623705899058211,-0.2845372178162441,-0.56466903514594,-0.3124396489764924,0.0062285246692917,-0.2604177512300696,-0.2438646381098173,-0.527065003749563,-0.322647123128847,-0.0732075157514652,-0.1242791740011957,-0.0908858328886107,-0.3991329646288303,-0.4188316219095527
POLR2D,-1.9349743403243265,-2.156842533093464,-1.87482563859132,-1.3588937991780323,-2.0358526384602653,-2.042207734143657,-1.7541025752173631,-1.904611073315156,-1.8143984615634383,-1.6434345983275396,-2.331296979150645,-1.9728446882781163,-2.010641024088564,-1.4141531763567228,-1.879888516183818,-2.096014506989491,-1.8109390315635896,-2.084755578376453,-1.6210898227662864,-1.8567562456573408,-1.778530277481854,-1.579244069176817,-1.4292082837123004,-2.061474399412716
RPL37A,-1.8797392984874912,-2.4006140792968065,-2.4919470241273154,-2.3533294439978136,-2.457766567223584,-2.531521413708105,-1.825686955366488,-2.4580827407131243,-2.974098155510933,-2.7363303516989634,-2.6676378755256005,-2.554585352128705,-1.901809520525212,-2.5461416621381767,-2.897604689870052,-2.5275450505179804,-2.503530497752203,-2.0649816136445405,-2.451263251559304,-2.4854802697648952,-2.948724127179741,-2.059696817786004,-2.705090880338279,-2.578619928227297
COMMD10,-0.0601120525113132,0.156623963158486,-0.2711875752191162,-0.053346420597852,0.0837414290535425,-0.1320702888179551,-0.0283897716538586,-0.00216237137209,-0.1097072892417081,0.067732446209265,0.054549162932445,0.1049108170698086,0.0212035324814301,0.0199202871883814,-0.0545327196095853,0.1595432133944646,-0.0716700699815049,-0.046812204272155,0.071172382669625,0.1746557889906868,-0.0721171816165029,0.115729754970785,0.0945136458889238,-0.0869503547197468
ERCC8,-0.0003584627785971,-0.2347668932895942,0.1889508124670607,0.0420946491022211,-0.024226068063178,0.0736917168267043,-0.2079745452300272,0.0258885045570544,0.0105589448130318,0.0739868288212408,-0.1088802496032663,-0.0216844103585697,-0.0799574429478755,-0.1291300657021395,-0.0809933742957263,0.3506669819014357,0.0079239952448995,0.0170812963597461,-0.0068308091224896,0.0660279270788374,0.0753820339425948,-0.0524639965325025,0.0623242209609032,-0.1003394415041304
TRAPPC8,-1.444138352666631,-1.464724288737235,-1.2470800215175386,-1.2646962106709103,-1.3389442630560566,-1.4513542369325128,-1.3784044557062505,-1.5318330438041292,-1.3682730228824662,-1.4629746025565793,-1.3220429906527262,-1.416343802752442,-1.6520734769977738,-1.526113580036611,-1.578365510986368,-1.5403341411053426,-1.490726591743265,-1.2188976265708509,-1.270023143647915,-1.4097046406641245,-1.41846713774878,-1.2102917031728455,-1.6015453613405466,-1.3051810340360066
MMS19,-0.8424876287837424,-0.6407332935245457,-0.7818198640909464,-0.5045469275393254,-0.7226058763708848,-0.5995897651099885,-0.9668122822049112,-0.7996700189497051,-0.6656300634118281,-0.3040958745086665,-0.7902973144179224,-1.0701292426993836,-0.623173817578368,-0.8700596857577728,-0.8339127985413229,-0.5879209701380168,-0.6896198784460694,-0.6898991867465717,-0.5739713697873935,-0.758633514406281,-0.7486471885634862,-0.7210932299350888,-0.8953874969812804,-0.9469831896821512
BCL6,0.055504515315422,-0.0396990894000715,-0.111675690124744,-0.3823629686604253,0.050458097263176,0.1241154312406151,-0.263510490343557,-0.3649677733641832,-0.0937715113656133,0.0104159258228474,-0.4318098776218289,0.0035786713533295,0.0073645255730119,-0.0990091551654132,-0.1614863881028259,-0.1236060179479118,0.0322240968823692,0.2419512804617454,-0.1190409782935361,0.0557415404676283,-0.0332731867922056,-0.0390761487217931,0.039848313777239,-0.0638690002858801
SERPINA5,0.0913969413286941,0.1929777701557118,0.2415596961095992,0.3343362883495079,0.1972418879895588,0.1843372205378899,0.3171209689859456,0.1452832584121516,-0.0739422022295042,0.0797279766652422,0.0640416787406523,0.247858033833251,0.1520276939637812,0.0592279741428842,0.1492051022197272,0.2404379615998393,0.0280525474834326,0.0369045952769333,0.0092550012234344,-0.0229611050640523,0.0854475829762271,-0.0497670720116329,-0.0315747021497529,0.040464440076307
NUP93,-1.7421926936252683,-1.5217603953317438,-1.6240213546474205,-1.947097359416268,-1.9120148297301915,-2.138391934228936,-2.237256565435432,-1.9204747946969605,-1.7131870194104832,-2.013990508937572,-1.720028149337704,-1.939586484125707,-1.4813058206293672,-1.7669108441478698,-2.224706102678684,-1.9987958600203048,-1.5064949892717507,-1.4151520999801392,-2.409629073301943,-1.7751734867276634,-2.099195983998112,-1.5773545315988615,-1.6829058938704586,-1.873161681941121
LGALS3,0.0148388692567601,0.1294448781245898,-0.1488726791358559,-0.2467582438756345,0.0989955776255188,0.1586912117142599,-0.2515892820712678,-0.0056832005784716,-0.0259489445389418,0.0078367887154844,0.0784178578030398,0.008026289746751,0.007644888034578,-0.2392724528827284,-0.0525636095759776,0.0854443440107443,0.0552405418460498,-0.0150517971781146,-0.0765367569268345,-0.0912371919148252,0.0584797174305102,0.0574753020174222,0.0091808832497384,-0.0930796783551994
ELK3,0.0846492160170409,-0.0224899049841856,0.0255451083498538,0.037121173971074,-0.0754591803803616,0.15573051331806,-0.0656464335729068,-0.0351819353292943,0.0675334030500868,0.0323011512321916,0.073233331065105,0.1263030187803447,0.0916485504241124,-0.0726330284369798,-0.0090598941675009,-0.1114602497517293,0.07218673047887,-0.0259402723762348,0.0282412313705886,0.0233991718095845,0.2014873973836271,-0.0542763038029147,0.2157138508996409,0.090799450202301
MPRIP,-0.284001654192864,-0.1078004364424093,-0.3328050054189845,-0.3048584871932786,-0.2839997459485741,-0.3247399522881688,-0.3637420755888945,-0.4602643079626443,-0.4758201335729852,-0.2292455250308832,-0.5651673789510258,-0.1568973815106456,-0.1014838695307663,-0.2952186973247557,-0.2740764761279051,-0.4455722219687277,-0.6029869466911488,-0.4301066025444813,-0.4690590727247671,-0.1104984757393203,-0.2585937007765936,-0.3754314929738763,-0.356037879370168,-0.2181590088163824
THSD1,0.0833477816950599,0.1071872936428331,0.1363285301106019,-0.0276565242446218,0.062917008415996,-0.0256174579640782,0.2245298204079614,0.0059916538377912,0.0850614850670093,0.0241210589413027,0.1196106268629954,0.2353801709740861,0.2393280180682759,0.237757253310976,0.150678672233719,0.085203883882643,0.2335947841156905,0.0849802982920917,0.1660682957720479,0.0211143533361384,-0.0340733183231538,-0.0259801441593872,0.0278837539970718,0.0518739589726447
ADAR,-0.4085851520498479,-0.4750822363361413,-0.6149539387904048,-0.6636148729979234,-0.3556717338594036,-0.2906228942525992,-0.5186191718547702,-0.4665805766071214,-0.3435045885370112,-0.5662223372863806,-0.2994010275617475,-0.5448888360518578,-0.669086891849664,-1.073702218356907,-0.3913357896776058,-0.61203171492545,-0.3421123224707562,-0.2078545264964144,-0.3167577226509763,-0.3066152793815342,-0.3725456843538449,-0.7145736098150869,-0.7297646764971542,-0.1462391606363401
IFNAR2,0.041141714139665,0.1617507900970427,-0.0130392812227016,-0.024145106340498,0.0619195060571399,-0.0242695407410346,-0.0219202726136489,-0.0585427108535436,0.0448863788473951,-0.0742486414448735,-0.0201896062989253,0.1745269780588005,-0.0920534701413912,0.0012134619670319,0.0033284005801923,-0.0514116509956849,-0.0081400097870181,-0.0376566415798748,0.1105168605450205,-0.1093015020069857,-0.042338605865091,-0.0192105948418637,0.0054417275646211,0.0558330033501139
IGBP1,-1.247348844170704,-1.364739278149751,-1.101582936962621,-1.249217122958326,-1.0644448875768078,-1.7343433311257868,-1.309266123684555,-1.0887964311235308,-1.3925691409327978,-1.332866639244536,-1.4240935996427586,-1.7033687688440855,-1.8971513875631727,-1.0351144405368635,-1.4709647822939895,-1.2231505281312771,-1.216791498955775,-1.2691387658823796,-1.1196664733512545,-1.873449414529961,-1.21850825378392,-1.5231409096339987,-1.2965079451580617,-1.3467640345781446
