,ACH-000078,ACH-000099,ACH-000120,ACH-000149,ACH-000227,ACH-000259,ACH-000260,ACH-000310,ACH-000312,ACH-000341,ACH-000366,ACH-000804,ACH-001188,ACH-001300,ACH-001301,ACH-001302,ACH-001303,ACH-001338,ACH-001344,ACH-001354,ACH-001366,ACH-001367,ACH-001481,ACH-001548,ACH-001603,ACH-001674,ACH-002080,ACH-002083,ACH-002217,ACH-002261,ACH-002278,ACH-002280,ACH-002282,ACH-002283,ACH-002284,ACH-002285,ACH-002922
ELP2,-0.3871610216115394,-0.4980598878949601,-1.11212827463595,-0.6332466767078202,-0.1491006282569973,-0.8491820717032657,-1.1204729810447898,0.192386779024751,-0.6078706443001779,-0.6571997573111983,-0.7521439604679755,-0.1666344330946653,-0.4927447917258622,-0.418653617231984,-0.4716137213295864,-0.1558835444686119,-0.1756568496532048,-0.7405192944801553,-0.7929921970568065,-0.0436883359714926,-0.4368806691736278,-0.7283859753368472,-0.5741918573795939,-0.3560450132481189,-0.6586008962157073,-0.4835577947864092,-0.4906421402624816,-0.4715534902612771,-0.7157097467862906,-0.92891808527473,-0.4389661080597808,-0.8513770060898784,-0.4820600458290462,-0.6789548152029622,-0.9720094270012256,-0.9947304152389695,-0.9293050052845264
MRPS21,-1.37819470592182,-0.8568549066141443,-1.0029307914035568,-0.9022725049815692,-0.7994498579116606,-1.2791886939529489,-0.765939288445499,-1.130081325986614,-1.2027449527481373,-0.6406979233096864,-0.8785280361417234,-1.2706905097182832,-0.976652309198111,-1.0162146464042483,-1.2288165847189207,-0.9085456040273592,-0.7826543366843851,-1.202590893089904,-1.327857409356882,-1.6469071518767708,-0.930518379948683,-1.0330681071760868,-0.9350433787832716,-0.6396739051975353,-1.246869868550533,-1.1327659761861184,-1.2991833935841852,-0.8913625103131863,-0.9537620803967556,-1.042945168761063,-1.2404067238336745,-1.3404421429004678,-1.2114594796492928,-1.0048119196547334,-0.7469284823070116,-1.7057260935230227,-0.8138671983211869
ITCH,0.1017200921747372,0.1486785445836133,0.0827800888284492,0.0813130750792001,-0.1541268081790287,0.1910748425635033,0.0107921040188986,0.0323900682018593,-0.0034420497171431,0.0120086278535783,0.0517974979904352,-0.1284129018256603,0.064278007897084,0.0422147322265605,-0.2250130652755296,-0.0210395762132483,0.0647918948324904,0.1937272947999754,0.2026209829311515,0.0140672321048551,0.0875649919053375,-0.0538686772906513,-0.0349481410721108,0.0780855920952811,0.0265230393833184,0.0043237240625782,-0.0230089271969068,-0.0436497088171786,0.0484429419154184,0.0853378129693362,0.0827371881236389,-0.0334597780168852,0.2467092800969287,0.1609176934117513,-0.1815441052947918,0.0508889426000158,0.0009761138329482
ARHGEF25,0.1923911656801213,0.0746370176165828,-0.109041085030272,0.049700133968688,0.0509562955867716,0.0270776590994109,0.0562897352407185,0.1793075484461382,-0.0665529899490013,-0.0931924803411393,0.061249724313493,-0.0206671049311769,-0.0765358926067527,0.0114529374605145,0.123603270094539,0.2856332913238008,-0.0600169678067479,0.1704504311464752,0.0783082963212481,0.1148896182905111,0.1701341643111899,-0.210461516911997,0.1091646492720273,-0.1416753756564397,0.206688868407554,-0.0178111918188633,-0.0613132751353449,0.1647363519219544,0.0577961489079647,-0.0487610435183715,-0.0520939800143261,0.035008695699479,0.0781507627416902,0.1466414688668219,0.1148796884152076,-0.0504747713410145,-0.1661811431542492
FBXO10,0.0246057287315198,0.0601086293138499,0.1042094279945989,0.0900168094847821,0.1698798365932554,-0.0091658254960692,-0.0302180307628068,0.1413100960106134,0.0613611559996164,0.0304420361763416,0.0343262250103383,0.0496864052092918,0.0458439733572684,-0.0173936585495156,0.1200563883020343,0.1035072515955922,-0.0560437451267929,0.0213056446679139,-0.006971308364361,0.0163975135338099,0.043415272367428,-0.0667833070479847,0.1260787805212,0.1175300010219373,-0.0211690008922374,-0.0081270763916434,0.0187768621185321,-0.1186356642015352,-0.0492786624585157,0.1494570909535242,0.2808427205182383,-0.1279255328448569,0.0180011431436,0.0321758818768546,-0.1280446951284495,-0.0370485393800779,-0.059449588665082
PSMD8,-0.7997280207548205,-0.9830236674623344,-0.7296872261488007,-0.604647684266825,-1.1175847639271808,-0.8081957052927594,-0.9422184206603376,-1.1099037146562565,-0.748264610298456,-0.9925103661670542,-0.8544203994431967,-0.8428998824045083,-0.8573233921716595,-0.7718237694566648,-0.8518090338064738,-0.8669824902825293,-0.8552740227591388,-0.4405897002796457,-0.9517180185775036,-0.7201995073303012,-0.8249516942468235,-0.433681649054992,-0.7561351241394991,-0.2981532324708301,-0.5850254402784347,-0.9336948366819384,-0.9992004874125604,-0.6121491716607205,-0.9753896347523252,-0.6796901660345407,-0.8723705474062387,-0.9633684938124096,-0.8344016464869604,-0.7810420831977671,-0.9778878226235694,-0.4423374249451334,-0.8097655960263779
STK38,-0.1177564033414966,-0.117052984040814,-0.1380289383129029,-0.0359166876630793,0.0062782468586491,-0.1413753477229155,-0.0031482572317014,-0.0973316865976443,-0.262160144754737,-0.0615094923381396,0.0703222597310886,0.0127981108524473,0.0096185993421881,-0.0474165578599619,-0.1028418331062624,-0.0354347160720568,0.0464726293328521,-0.085218447348413,-0.280583704902433,-0.019849394767181,-0.0892876764059138,-0.2581637057152329,-0.0587888161956022,-0.1235046451014457,-0.0591943770399371,-0.0817774215393098,-0.0702991017677258,-0.1919737044620124,-0.0610264952506757,0.0274826516051268,-0.0143642787818519,0.1630588829409639,0.0473710155300152,0.0151784352556758,0.0286578953834872,-0.0241192216973387,-0.0085763132035939
RBX1,-1.1603461238177386,-1.4828084021572698,-1.4985065856244766,-1.9109284268729991,-1.4277678497414923,-1.481808911338932,-1.5364247089583285,-1.368897120102727,-1.3075500160220963,-1.495985727734224,-1.3501939818541857,-1.3220157645093644,-1.5843606587199308,-1.6977367340976806,-1.4222179361114895,-1.5497106881105045,-1.3752478841984113,-1.3163367862140327,-1.0155884204295569,-1.4521882014361054,-1.5621608880940825,-1.0478758436350566,-1.2874121517613906,-1.1952869538133923,-1.1545795807234918,-1.959128050071512,-1.712053412933488,-1.0425735471974271,-0.9496461835505944,-1.9073867799409128,-0.9932984023012376,-2.0937478346213707,-1.1407552883709842,-1.4527099940381776,-1.072391990203156,-1.2687297784401057,-1.649047891069096
SRSF11,-1.7973154551987496,-0.9161496396078492,-1.2566357196999558,-1.124178165276,-0.9687209522847512,-1.2471181782261491,-1.6137018754920076,-1.4989447473756037,-1.1264331305382735,-1.5542173030040227,-0.8086199190388872,-1.2597849048753231,-1.8671792720268143,-1.3042355360268576,-1.3701551214995702,-1.0027162649662056,-1.803846615549632,-1.2280363201425977,-1.3495898006130234,-1.1490971968839123,-0.7713170667386443,-1.756579898740544,-1.2745189922947011,-1.4916356046614982,-1.3794952850840705,-1.363104657742773,-1.043715502640704,-1.2173832883178457,-1.128142788689149,-1.7388483444667884,-1.2173512767577843,-1.5528013492871684,-0.9272964720850893,-1.4063798117758508,-1.5659497169903045,-1.468406479929397,-1.3511028547135595
NUB1,0.0953536769980803,0.1770524472988663,0.1614523784945943,-0.0491747324040457,-0.028114250473521,0.0540869138132889,0.167904043717396,0.0475978819798421,0.0584641598818465,0.0416831847887186,0.0828773981644395,0.0881318725161595,0.0152570551554531,0.0786093723430545,-0.0250500629927881,-0.0568197227163502,0.0260891560049907,0.2429261709441116,0.1381323675044375,0.1162403100440232,-0.0151393029375506,0.076088503793793,0.2032666870231081,0.1386376218622655,-0.1679044659426714,0.1855705321507357,0.0866815473142042,-0.0235870465154159,0.1679939217896611,0.0207598582990622,0.0805779600528823,0.2165660439741618,0.0610911346935027,-0.0889362707634844,0.0410999355707119,-0.0890363103224379,0.1219227145346672
TOMM7,-0.1132133361520475,-0.1279831664861837,-0.1067431199298485,0.0361677760381986,-0.0198994536590178,-0.1176733138527753,0.0390974166936181,-0.1330137836181912,0.0391243931374986,-0.1801454351781081,-0.0033611188367346,-0.0260199589583629,-0.2421579286212756,-0.2530539326110713,0.0735468072680005,0.0446450127350919,-0.1763062259528997,-0.0292850999004259,-0.0502239147121952,0.0338246388085749,-0.2250357868027968,-0.1474790257300364,-0.1025282042227112,0.2204022929821265,0.4642903169638363,-0.0338161504879389,-0.1745541787287128,0.11072332829387,0.1607065211938464,-0.1317904783029779,-0.0738675551058958,0.1094902878534793,0.22066162082076,-0.0719406973703885,0.0779703874070968,0.0148979652194941,-0.0585525539433395
RCOR1,-0.2204411475877609,-0.0863096320161766,-0.1548347016893279,-0.3239816873875012,-0.036263714013872,-0.0375223790701113,-0.2906621795248041,-0.3352937888916886,-0.0832118431079195,-0.7882225019931086,-0.0321435594083019,-0.3343950560618643,-0.2840895644779058,-0.0676734035567419,-0.1696951355114568,-0.1601277221026781,0.0048812408103475,-0.0945907778986267,-0.2614467439918011,-0.3129357657738554,-0.3130425425298861,0.0087559704109887,0.0556740045469427,-0.5859476985556977,-0.3516236330665594,-0.0897776671907162,-0.0670498976803613,0.1810238209907405,-0.0904861690310555,0.0142113137019521,-0.3311480417093326,-0.0370599117210211,-0.2397021414954382,-0.3239578783006493,0.1050726551782004,0.0348154182592226,0.0040677930820631
FANCC,-0.1681824307881176,-0.3575756067778818,-0.097535504895853,-0.275359929767277,-0.1937907555793226,-0.260362191389529,0.0711166943520221,-0.1559269045517935,-0.0072102431333947,-0.1161883347834169,0.071611245239448,-0.0162991044201345,-0.3618457565558029,-0.1055621236461343,0.0494922705164048,-0.0757111984513264,-0.1903070084770873,-0.1363176147917962,0.2787538009834079,-0.4636454285940591,-0.0249493683479624,-0.3320550552976562,-0.3568790079230133,-0.2182787040943503,-0.2216998741916015,-0.2423783694890565,-0.0462437958766819,-0.0594356013653466,-0.139345280142464,-0.2923499022728072,-0.1517286807079371,0.0293412500085795,-0.0064826768778037,-0.2160493430182992,-0.0718109711854326,-0.178255780330113,-0.6351231692400643
BPTF,-0.6339766894989352,-0.6541825146503251,-0.8911649107366781,-0.9851031615115952,-0.9453321506702672,-0.7393668208287398,-0.2274910754573128,-0.9476194151323066,-0.731855116845783,-0.0584077779970974,-0.9399015276003612,-0.7582720867737045,-0.6547028211363799,-0.6559266428442395,-0.6525943321923763,-0.6707860215634021,-0.9765671546472656,-0.9512075589272336,-1.017813884766389,-0.7852083390711935,-0.6852034989890059,-1.1072909599893308,-0.7886790090084804,-0.5341848305137616,-0.5250144688255118,-0.668984084266488,-0.6376831644313854,-1.0535793495866808,-0.4398376694287378,-0.8542647269714575,-1.2601049030286926,-0.705921307315745,-0.7145542042843015,-0.0732243375293309,-0.6872640411223314,0.0222307903182722,-0.5670413113494125
DYRK2,-0.0474488447488016,-0.0270072923795288,-0.0603483627006477,-0.2595732435838034,-0.1379045340656551,-0.0986324023691352,-0.1601366383710319,0.065281887284324,-0.0759995669063521,-0.117645919551247,-0.0609321290304126,-0.1135732171431081,0.0448779390961388,0.0477091973286708,0.0200600695501794,-0.0195129336003203,0.1983511542341108,-0.1035823493169134,-0.256016020008438,0.1497266332052224,-0.076243074423294,-0.0339052058011686,-0.1205514038134584,-0.1632598606395097,-0.1828366592085225,0.1353849784670164,-0.0441088733956579,-0.1646108108980734,-0.125066116243839,-0.0561554388655698,-0.0499229746622414,-0.0461794815179294,-0.4507388315247463,-0.0242498222931163,0.0524823322433918,-0.0562641581263102,-0.068099512878529
BRD7,-0.5576965467920971,-0.0956246489450825,-0.7473969886570984,-0.306940191461942,-0.4569186774072789,-0.4589669839209455,-0.3348930787478242,-0.7242778196423925,-0.5922688361630053,-0.2834549511979825,-0.4996955688032858,-0.4138712799202884,-0.0563908430656878,-0.4788212909146627,-0.5936736431881747,-0.3840758974646949,-0.713804053129752,-0.2963221376464506,-0.1163589738278144,-0.3659026991969272,-0.135419017244921,-0.4155541129203631,-0.3087374433792211,-0.6229565638218534,-0.259913333433414,-0.4835234884962197,-0.1312881391852159,-0.1479028753502556,-0.3801855043814131,-0.463782720805403,-0.2436205954807787,-0.2747219391985903,-0.5700221585878352,-0.259070922502835,-0.3136803260425093,-0.5221002253487719,-0.2373240622105082
AUP1,0.0346145475234324,-0.0807989980768864,-0.272169498920097,-0.240819865052933,-0.0987850589845624,-0.0942317987693779,-0.0935325317278333,-0.0050468602662857,0.0397795379955969,-0.1970822946516987,-0.1530482651781907,-0.164343473101077,0.0684761335108816,-0.061007642453192,-0.0799742488350045,-0.1433076391759308,0.1171331267039315,-0.1328412344579302,-0.5028783621422823,-0.0290485342701442,-0.0040590664036102,-0.0655332782854897,-0.598593833629187,0.0777585453843138,0.0918879559958687,-0.2365628118704645,-0.1397820606090747,0.0657823527029448,-0.0141268048481571,-0.0453021690512384,-0.0139093818233294,-0.0367583437333725,-0.142355671848229,-0.1213528984593332,0.078443789672636,-0.0113559516905008,-0.2180683797757848
ERLIN1,-0.0338295651387685,-0.0065701422547589,-0.0718566984555451,0.0847039370041273,0.1630528408074463,-0.0702003037059744,-0.0051936108358832,0.0045102915526207,0.024534009809469,0.0760553709255358,0.0692614971904095,-0.1403102378675825,-0.0251061773706534,-0.0630343678556272,0.0814198509329151,0.1036474716670274,0.2561174662912444,-0.0649779017281245,0.3656489841226502,-0.0432012150248723,0.0234551151723514,-0.0523289926006225,-0.1849354147268476,-0.5880811063159884,0.0245097207686824,-0.0730444370059395,0.0031155424933666,-0.1229369672659982,0.0659473680164458,0.0852425497368775,0.1978310337135889,0.2364015081575046,-0.1087924521246769,0.055053038685653,0.0669838860985221,-0.0691124232601975,-0.0585054794553175
BBS12,0.0862014303007674,0.1137453221482574,0.1091102909544012,0.2592905651833307,0.2754891916875635,0.150161737562741,0.1487162993764303,0.2552340497607861,0.1546073653402116,0.0384874088275421,0.1666242613499887,0.0859288366148307,0.2230708289763678,0.0673124426084625,-0.0895715321508004,-0.1646352474676173,-0.199098146979461,0.2256644738579501,-0.2720901628614329,0.1447206509442911,0.0247436691996906,0.3639346144865024,0.0678215198029692,0.085980004554178,0.2161460248692006,0.1239273401315812,0.1957610295633984,0.4684489732329091,0.2175055379783733,0.0767358235935368,0.1495198579881798,0.1004060226624828,0.5367899985629416,0.1328193054679857,0.0456951749314248,0.2296547907540785,0.0953292734272217
MCUB,0.2784105752901131,0.070229796259156,0.3914046278153763,0.1393888873442157,0.3048188326229341,0.1629058354656701,0.1981429638887332,0.2917624464450611,0.2763236353539552,0.1625768999578569,0.1214763007682442,0.3540247113585409,0.1971023506929725,0.126799775372835,0.0354247457465944,0.3580391120346777,0.1349751637336568,0.1281598856143761,0.0287694426655553,0.2563761926247888,0.1424577638726905,0.1500594533663915,0.2154821405622888,0.2317995769397732,0.0948940304500625,0.2840443351607358,0.1235228148731385,0.3560151488740477,0.2221116246264751,0.3235908034144122,0.1756174533335586,0.1180976020684197,0.3617927646815506,0.299973028392086,-0.1428098011505481,0.0924688476805769,0.2548469737378719
RET,-0.1031192581510906,-0.1446105064320616,-0.0091240764530418,-0.0762092121878405,-0.2222115635349652,0.0086962799177099,-0.0547264393667639,-0.0308394184105766,-0.0135638756838757,-0.3164468911142101,-0.2530964321310285,-0.1164959076011496,-0.0744572587352597,-0.2073348991367513,-0.1081271155897744,-0.0686092398458672,0.017255855901291,-0.1044366106867557,-0.0002823198729509,-0.3420310911780462,-0.0983058691073168,-0.2291832046086077,-0.0612172327457198,-0.2011420458426691,0.0363428457192417,-0.0464554203215108,-0.0383828027847794,-0.0325249826398751,-0.2079866535296313,-0.0247904757759715,-0.2189702534693184,-0.2247390622037359,-0.0626491973329956,0.0341126643323689,-0.276913154353598,-0.1088159159458795,-0.1111835385772
ESR2,-0.0447380274076911,-0.1105077427827128,-0.1439749460491681,-0.0408959885343828,-0.0084247040496922,-0.0418075485379396,-0.0309145985832729,0.0354001951555889,-0.0035150338127899,-0.0462766030548289,-0.0004541378084497,0.0625318101914132,0.0155167180196672,-0.0135912081129115,-0.0083718534556313,-0.1439668030712138,-0.066478755251629,0.1802232931432038,-0.0224717493652177,-0.0688636026284346,-0.0586073069195458,-0.1823901444881473,-0.0515265381507822,-0.0724044711917179,-0.0022637980515804,-0.0941014658764807,-0.0687061576875197,0.0630694060263915,-0.1234101203542672,-0.0955462019654121,-0.0937448330103404,-0.1266202282867522,-0.0921413630035796,0.0873392465166277,-0.2107918750632225,-0.2114661624284309,-0.1256041432670584
RBL1,-0.2936834817909278,-0.2369076669423374,-0.1599049057163954,-0.1159739186573411,-0.2471085632015289,-0.1369394085047781,-0.0958831050839987,-0.1153694572606303,-0.1224305542711181,-0.1993026599672425,-0.1658549588030252,-0.1579134893441376,-0.0895677841974371,-0.1686609481138446,-0.0732770698535001,-0.0933854411696403,-0.2186177032627255,-0.0795175555250752,-0.1553117226574548,-0.0861509704324631,-0.2181093951430574,-0.3263977843347031,0.0301042860951576,-0.151507011072169,-0.3555609668830146,-0.2172914291765129,-0.2971386357111801,-0.2011136664874829,-0.2019063407086024,-0.0999260856823519,-0.3922562389662233,-0.2438930594047431,-0.1624043850193416,0.0550320276019637,-0.1787905066589403,0.1916859185207729,-0.1640729553737496
ASAH1,0.0745882395552254,0.0338416383557733,0.1308692881778193,0.5051925624691127,0.2495345043269463,-0.0316919665917349,0.1488559465711314,0.1178489435562236,0.1081422406169479,0.0376191940734942,0.0789183396626449,-0.05636112690288,0.0119439113823056,0.1144644005741745,-0.0800817484950531,0.0535658320010075,0.0376300793681272,0.0720097716227979,0.2529600984184317,0.2324414626913502,0.0843252769045944,-0.0070871511448008,-0.023750254637272,0.3769383616037242,0.2096763166608056,0.1548542722289383,0.1362512238068046,0.100470265869385,0.0380884942366024,0.2486326044102388,0.2221272618855377,0.0804318003881186,0.5296589750352396,-0.0049118291265706,0.1907159604817595,-0.0225265922331707,0.1890301202212778
LSM7,-2.0866804763186617,-1.7543482743832393,-2.36577327468252,-2.301092039256053,-1.7814785516858376,-1.8994159672533613,-1.9792758332632407,-2.5536405648957,-1.9281454837229195,-2.190848142849441,-2.099673376081693,-2.643990082967374,-1.5493052307226949,-1.9350366035731,-2.3880968865245373,-2.207429858506472,-1.8360665578529456,-1.6384083232227336,-1.495410188348716,-1.935551280483088,-2.155445128095619,-2.120706695416887,-1.644183023110738,-2.2146345137623817,-2.0855904688433444,-1.8959274223740488,-2.044089849808952,-1.6139758126083656,-1.6107353907723625,-1.830867584188907,-2.59288884185299,-1.887733350284333,-1.5993419524203691,-1.849059117933078,-2.044586173262396,-1.834261981685117,-2.334790454776463
NCBP2,-2.093404616153858,-1.8972582356055017,-2.109404562590885,-2.093090408823061,-1.2880333382338462,-2.858651884196985,-3.017812370793973,-1.804912786596015,-2.29872191630024,-1.8062198245691143,-2.0858265608801423,-2.8923143652332923,-2.463927703463974,-1.8175578781603217,-2.27682152203637,-1.8489992617946087,-2.09631562284881,-2.345382585620522,-2.211719924725921,-2.150436341885708,-2.7927393575919064,-1.9988224797252667,-2.3286954439802625,-1.979967155564812,-0.7692240058596547,-2.637992418791878,-1.8418157057738136,-2.195750070410535,-2.3493119040679287,-1.7411248845400418,-1.7683783375540676,-1.144092195164705,-1.640808974493494,-2.3056525854453755,-2.5371611155949254,-2.659269199002283,-2.4605887939410307
SKIL,-0.1980982420360542,-0.0654697255531891,-0.1310975577193563,0.1705578844591816,0.0679690510911549,-0.0835687751885344,-0.0121796598825829,-0.100625995267226,-0.0965956310986171,-0.1643984174488928,-0.0813889680030576,-0.1093248253189365,0.0126928255446445,-0.0148826701835357,-0.021590571258448,-0.1122899028057089,-0.0885259419794284,-0.1539526746735842,-0.3287211916987448,-0.0936546516394416,-0.1427675249709274,-0.2311314789501058,-0.1982949217729701,-0.2097131760453442,-0.0252340846301409,0.0008412924166002,-0.0395049970983795,-0.0462111476736677,0.126165508664812,0.0941796852119842,-0.2409111334305042,-0.0458431034254958,-0.0634255037074407,-0.0950919637983446,-0.1415291903019386,0.008621504352594,0.0122196833029608
ULK2,-0.0366710873740082,-0.0568561609565157,0.1119598977249087,0.1579199094015125,-0.2053704511314341,-0.1327372215066304,-0.0460779613733172,-0.1974080030130095,-0.0181685683522443,-0.047928692934339,0.0110092251413069,-0.1511434295492871,-0.1722376660878253,-0.067409666485872,-0.0584530247816008,-0.199617075562859,0.1450878398104317,-0.0787165238935535,-0.3679680756682124,-0.0981706104743736,-0.006431619325657,-0.2767493339745381,-0.0846364612579921,-0.0471248638113729,-0.0206515609544018,0.0678611753815749,-0.1675962400730131,-0.0249572014992866,-0.0210174417702687,0.0674449812844616,0.0886258532684118,0.1449238789047202,-0.1081499123536377,0.0218549462330683,0.1400107660896469,0.0921939313384627,0.0789770786394762
MED7,-0.5881103742383247,-0.4590316827250251,-0.1533402396500947,-0.8820384979042452,-0.6696712867134599,-0.3315974679858145,-0.6720885937651344,-0.2532706433302454,-0.8600093107146716,-0.8075236936767597,-1.0101942849561258,-0.0275974916544912,-0.2682437412408788,-0.043599517360066,-0.476983720581624,-0.4438887005476143,-0.2640485509867281,-0.7691240798138024,-0.7201973211904774,-0.3220513832446079,-0.309429991750908,-1.079266693758646,-0.4203189177797051,-0.5591582397623713,-0.0307315369496923,-0.8083280038329351,-1.0511746359674763,0.0426952213966088,-0.5940278238045599,-0.2025069550958798,-0.1200664555582195,-0.1838906590775315,-0.7220884756611744,-0.5801193255894852,-0.5323660372095746,-0.4086595045736088,-0.3850068298045496
EFTUD2,-1.4169676831855595,-1.7780649309586296,-1.6568488608160257,-1.7579316038198227,-2.08616674841446,-1.7002480026768263,-1.846292161523812,-1.7236884507603811,-1.5766622859030626,-1.4606292948859183,-2.797183724905624,-1.8986336258268668,-1.44214397403884,-1.6223618006502918,-1.8945334907731943,-1.707579041427164,-2.0509958340050463,-1.7847622161887156,-1.851197457645197,-1.5953742852472164,-1.8350889561910448,-1.8228147693331205,-1.4607321053080051,-2.031224779934341,-1.3418803818998826,-1.994910044845376,-1.8105813135895927,-1.4718589667177104,-1.9339703059279176,-1.2562794113883835,-2.198810890903552,-1.7597067970807665,-1.6364348273991731,-1.502193551443242,-2.122286837442245,-1.4966540381319446,-1.975024909250818
CHDH,0.0318254321330513,-0.0656532816125945,-0.075471646095063,0.1022696857574337,0.0273374167090056,0.0177921391564505,-0.1355748957042334,0.0228787228705732,0.071257851046202,-0.0265295505942953,-0.0112608380520611,-0.0448131268020186,0.0492575957578466,0.1481986154618427,-0.0003844614161402,0.2302668594690294,0.0248554389367291,0.1610746443528168,0.1742588903490358,0.0659447110545932,0.2244107962350717,-0.0383857562475094,0.0446436355271873,0.1026344212801384,-0.1538225710527653,-0.0330916898261357,0.0738562115285835,-0.0878331238577437,-0.069540840778898,-0.096958553436298,-0.0695321221955942,-0.2635662911623286,-0.1471712588600622,-0.0014441464522122,-0.233374969665788,-0.0974437872413013,-0.0546304380308847
NELFE,-0.4603946154210128,-0.5737312206539329,-0.8532153523339504,-0.6870888443426963,-0.4313442514631048,-0.5545406519401699,-0.6649059137352479,-0.6050480674146387,-0.7026844933788492,-0.2833827142466029,-0.5272905492684212,-0.8773817703897947,-0.7559555155464913,-0.5228626624250003,-0.2370611706722777,-0.500551035885227,-0.4779852575010648,-0.7372002089892595,-0.906256023374854,-0.4713978533603781,-0.7814733875647701,-0.3800131909155801,-0.4933406325008724,-0.5361131855406901,-0.6460383310686468,-0.5367647601649195,-0.6137111185559729,-0.8266756441776826,-0.4702391709279766,-0.5516609012765505,-0.377148847326995,-0.5387585812295916,-0.4770025502180077,-0.353798950953009,-0.4682968917858495,-0.2617789656093712,-0.4141745021093325
GPSM2,-0.0898307292750745,-0.2415099857307268,-0.2203201918206014,-0.0093698319651502,-0.369594325099379,-0.1190442680848719,-0.0824399130779596,-0.2376018976922815,-0.06549519024786,-0.0741382166329728,-0.1440450607376119,-0.0794458279336435,0.1137616874111051,0.0501657683953044,0.0179962201508486,0.0392623001513451,-0.2067374076071093,0.0445890388603316,-0.2362936144381957,-0.1097102875662409,0.0206548025285014,-0.0412254791694086,-0.1460489837950089,-0.1448195191322094,-0.1637474256905173,-0.0627714928727508,-0.0867312498798217,-0.1759738333774121,-0.0977262165996249,0.0700123699758784,0.1589994827273646,0.0619304327692107,-0.0944239633016904,0.0570623983751396,-0.1204243566702166,0.0534488586957254,-0.2489753213035378
MLLT1,0.0797991470601537,0.0203413392808343,-0.2378533707336572,0.0762101624614435,-0.0418831803456277,-0.2504556095843603,-0.4525729962212725,-0.0345069679452939,-0.0326630751757052,-0.0091474799186716,-0.3901975261349664,-0.188271490413429,0.1079169081342867,-0.1067936067029438,0.1613866646744912,-0.424077092863974,0.1375358721654833,-0.3712755561113433,0.1613320591699473,-0.2200287425097786,-0.0360509843091664,-0.1662828590772204,-0.3284782298781356,-0.2603847924546619,-0.0813390662008762,-0.0548745282148,-0.2844170040605641,-0.2122652419055227,-0.052656638030176,-0.30604355378507,-0.0424429464621529,-0.3344527838069815,-0.2722068023840805,-0.109407536837169,0.0066934431365733,-0.1177531492203973,-0.0240102382826275
CCND1,-1.9797103030986,-2.0062685390176647,-1.845715110793277,-1.815618938391797,-2.190996440182463,-1.973854731360133,-2.562277847140901,-2.2195268734361395,-1.5570149875913262,-3.122439814186513,-2.5754531590675853,-2.3505776825883613,-2.6539907084315364,-2.6432012892293946,-1.4137783699974895,-1.8519618367386703,-2.3548351897974023,-1.681238156209742,-1.2476898636237896,-2.228083317659955,-2.136963612995428,-0.7871544038358899,-1.831763233102325,-1.0650064614709664,-2.097328244976728,-2.763264760057533,-1.4136672108618455,-1.6911261353836622,-3.251747504554218,-2.179853935959777,-2.3936355640582923,-1.9227184250850269,-1.9252743240327543,-1.2957702889317635,-2.376705700487716,-0.7747834474072854,-1.4307562563622396
SAP25,0.0732964421155153,-0.1728590590371491,-0.0043557674662725,0.0074420438249509,0.2883983070768263,0.0891794262970692,0.0256265423372176,-0.123301220609877,0.0164953554909604,0.1946847032206707,0.0138595031597647,-0.0547941227207729,0.0483453197292491,-0.0220910962404153,-0.0699023808486279,0.0514537435574149,0.1367133502820576,0.0790636998668231,0.143245791285848,0.0539324030516846,-0.0613117922997092,0.0112556842589531,0.1525634167480006,0.0495959865933558,0.1395394746615352,-0.0713296929803694,-0.2742855904889055,0.1050215562015135,0.1759689129367337,0.1275795198595616,0.0961952859391128,0.2138820724352194,-0.0411916751571989,0.0206734475605155,0.0670084138328081,-0.0383859073918353,-0.0337944375479711
COG5,0.1298667884716447,-0.4132611192175632,0.2408560635673048,-0.1688759448054337,0.2636217714646685,-1.0632831508327858,0.1177545736242044,0.2413893027556736,0.1051301357695901,0.00401018801614,0.086893793773888,-0.2775028805162292,0.2349021821996837,-0.2990345264632367,0.0978090298379831,-0.0754899119770453,0.0999511987421691,0.3072897729702696,-0.041782364737307,0.077934706519204,0.0775352204821144,-0.1013263128317858,-0.0764417308392565,0.3640863604831568,0.0248861415153723,0.0869535987531155,0.0237990783163523,0.0609103967214275,-0.980407191587294,0.0733923469235714,-0.0418179686952274,0.1495318503558311,-0.1266222597625087,-0.0319260507628841,0.1392013837335539,-0.2497965843303427,0.1612209626108191
CTNNBL1,-1.3833700641204647,-1.3953267074521416,-1.1315831743570453,-0.9076269627266516,-0.9489077732126996,-0.7103769344865768,-0.98829924545074,-1.159972144297317,-1.1197804342836883,-1.2445002220708234,-1.1720309589184732,-0.9366894986092682,-1.081406222825308,-1.2460574705004124,-1.3669422328183052,-0.8675468428519669,-1.1557805585180898,-0.486991184180427,-1.026065660958993,-1.020846744920545,-1.386474558869058,-1.156790787723479,-1.3910320949682573,-0.8224278953482018,-0.9081476600213666,-1.1480485313464512,-0.7050903399867393,-1.0077371325272848,-0.9939159624581404,-1.2814110813997637,-0.8076711743473792,-0.8677698694428241,-0.687220766916424,-0.3650912451519527,-0.6854466272747056,-0.9392633162536662,-1.017392357482192
